train/aeloss_step,train/total_loss_step,train/quant_loss_step,train/nll_loss_step,train/rec_loss_step,train/p_loss_step,train/d_weight_step,train/disc_factor_step,train/g_loss_step,train/discloss_step,train/disc_loss_step,train/logits_real_step,train/logits_fake_step,epoch,created_at
2.4096829891204834,2.4096829891204834,1.5488086938858032,0.860874354839325,0.860874354839325,0.689815878868103,0.5755765438079834,0.0,0.1628769487142563,0.0,0.0,-0.011603325605392456,-0.1628769487142563,0,2024-11-12 22:16:08.432762
2.410451889038086,2.410451889038086,1.5399105548858643,0.8705412149429321,0.8705412149429321,0.7141069769859314,0.3466096818447113,0.0,0.17503561079502106,0.0,0.0,-0.03457588702440262,-0.17503561079502106,0,2024-11-12 22:16:09.105967
2.209320545196533,2.209320545196533,1.3506959676742554,0.8586244583129883,0.8586244583129883,0.6879822015762329,0.3853507339954376,0.0,0.19814927875995636,0.0,0.0,-0.03617935627698898,-0.19814927875995636,0,2024-11-12 22:16:09.471507
2.6222522258758545,2.6222522258758545,1.5948927402496338,1.0273594856262207,1.0273594856262207,0.7841150760650635,0.30535319447517395,0.0,0.18177013099193573,0.0,0.0,-0.00037748832255601883,-0.18177013099193573,0,2024-11-12 22:16:09.846962
2.417670726776123,2.417670726776123,1.470277190208435,0.9473935961723328,0.9473935961723328,0.7493963241577148,0.30032286047935486,0.0,0.1575416475534439,0.0,0.0,-0.011982151307165623,-0.1575416475534439,0,2024-11-12 22:16:10.230930
2.5696513652801514,2.5696513652801514,1.6124176979064941,0.9572336077690125,0.9572336077690125,0.7518881559371948,0.38682821393013,0.0,0.17369979619979858,0.0,0.0,0.010134714655578136,-0.17369979619979858,0,2024-11-12 22:16:10.587145
2.458864688873291,2.458864688873291,1.514721155166626,0.9441436529159546,0.9441436529159546,0.7447242736816406,0.31266942620277405,0.0,0.15942169725894928,0.0,0.0,-0.008782894350588322,-0.15942169725894928,0,2024-11-12 22:16:10.959489
2.6564764976501465,2.6564764976501465,1.5262117385864258,1.1302646398544312,1.1302646398544312,0.739079475402832,0.5669876933097839,0.0,0.10346167534589767,0.0,0.0,-0.003773027565330267,-0.04135746508836746,0,2024-11-12 22:16:11.369835
3.4906387329101562,3.4906387329101562,2.583728313446045,0.9069104194641113,0.9069104194641113,0.6803830862045288,1.4395692348480225,0.0,0.13837990164756775,0.0,0.0,-0.05555220693349838,-0.13837990164756775,0,2024-11-12 22:18:22.086958
2.918610095977783,2.918610095977783,2.160212755203247,0.7583973407745361,0.7583973407745361,0.6541868448257446,1.6286321878433228,0.0,0.15898999571800232,0.0,0.0,-0.0363728404045105,-0.15898999571800232,0,2024-11-12 22:18:22.564104
2.975529670715332,2.975529670715332,2.1725914478302,0.8029381632804871,0.8029381632804871,0.6542481184005737,1.4883126020431519,0.0,0.09999332576990128,0.0,0.0,-0.0381208099424839,-0.09999332576990128,0,2024-11-12 22:18:22.951820
3.591935157775879,3.591935157775879,2.4692564010620117,1.1226786375045776,1.1226786375045776,0.6823762059211731,1.1743650436401367,0.0,0.1857130378484726,0.0,0.0,-0.051735296845436096,-0.1857130378484726,0,2024-11-12 22:18:23.344567
3.3049662113189697,3.3049662113189697,2.460583448410034,0.8443827629089355,0.8443827629089355,0.6499527096748352,1.4390461444854736,0.0,0.15009312331676483,0.0,0.0,-0.04910299926996231,-0.15009312331676483,0,2024-11-12 22:18:23.739118
2.94193696975708,2.94193696975708,2.1221044063568115,0.8198325037956238,0.8198325037956238,0.6542106866836548,2.039395570755005,0.0,0.09540160745382309,0.0,0.0,-0.01914067380130291,-0.09540160745382309,0,2024-11-12 22:18:24.128352
3.5736939907073975,3.5736939907073975,2.415555715560913,1.1581382751464844,1.1581382751464844,0.7212504148483276,1.223705768585205,0.0,0.13447771966457367,0.0,0.0,-0.045195791870355606,-0.13447771966457367,0,2024-11-12 22:18:24.539858
3.8543667793273926,3.8543667793273926,2.6807570457458496,1.173609733581543,1.173609733581543,0.678476870059967,1.3952594995498657,0.0,0.2063366025686264,0.0,0.0,-0.06853929907083511,-0.14224174618721008,0,2024-11-12 22:18:24.986689
1.4388256072998047,1.4388256072998047,0.6006954312324524,0.8381301760673523,0.8381301760673523,0.6874898076057434,3.060195207595825,0.0,0.10652390867471695,0.0,0.0,-0.02272801846265793,-0.10652390867471695,0,2024-11-12 22:20:35.338390
1.6404943466186523,1.6404943466186523,0.8749513626098633,0.7655429840087891,0.7655429840087891,0.6162395477294922,3.9517197608947754,0.0,0.06554503738880157,0.0,0.0,0.012737824581563473,-0.06554503738880157,0,2024-11-12 22:20:35.701421
2.532125234603882,2.532125234603882,1.2942354679107666,1.2378897666931152,1.2378897666931152,0.6995340585708618,2.4865310192108154,0.0,0.056036919355392456,0.0,0.0,-0.05452051758766174,-0.056036919355392456,0,2024-11-12 22:20:36.065125
1.691373348236084,1.691373348236084,0.8650698661804199,0.8263034820556641,0.8263034820556641,0.6728742122650146,1.8144670724868774,0.0,0.07335849851369858,0.0,0.0,-0.03211001679301262,-0.07335849851369858,0,2024-11-12 22:20:36.428592
2.0880465507507324,2.0880465507507324,1.0464681386947632,1.0415782928466797,1.0415782928466797,0.6657687425613403,2.4725635051727295,0.0,0.054225459694862366,0.0,0.0,-0.017117301002144814,-0.054225459694862366,0,2024-11-12 22:20:36.795326
1.5079278945922852,1.5079278945922852,0.7782673239707947,0.7296605110168457,0.7296605110168457,0.6143819093704224,3.1005501747131348,0.0,0.04197902977466583,0.0,0.0,-0.02120143175125122,-0.04197902977466583,0,2024-11-12 22:20:37.164893
1.9404370784759521,1.9404370784759521,1.046642780303955,0.8937942385673523,0.8937942385673523,0.6942644119262695,1.7608894109725952,0.0,0.04612648859620094,0.0,0.0,-0.015653084963560104,-0.04612648859620094,0,2024-11-12 22:20:37.535301
1.4688260555267334,1.4688260555267334,0.7313617467880249,0.7374643087387085,0.7374643087387085,0.6145259141921997,2.7843894958496094,0.0,0.012002868577837944,0.0,0.0,-0.040813617408275604,-0.0009842673316597939,0,2024-11-12 22:20:37.949880
